,index,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,st,cf,cam,cm,cdm,cb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url,lb_rb,lm_rm,lw_rw,wing_back
37,47,138956,https://sofifa.com/player/138956/giorgio-chiellini/220002,G. Chiellini,Giorgio Chiellini,CB,86,86,12000000.0,88000.0,36,1984-08-14,187,85,Juventus,Italian Serie A,SUB,3.0,2023.0,Italy,Left,2,4,Medium/High,Normal (185+),Yes,68.0,46.0,60.0,59.0,89.0,85.0,63,33,77,65,45,57,60,31,67,57,67,69,53,80,57,78,91,71,91,49,88,89,28,50,50,83,93,89,88,3,3,2,4,3,,60,55,58,65,80,86,15,https://cdn.sofifa.net/players/138/956/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,81,61,55,78
38,49,178603,https://sofifa.com/player/178603/mats-hummels/220002,M. Hummels,Mats Hummels,CB,86,86,44000000.0,95000.0,32,1988-12-16,191,96,Borussia Dortmund,German 1. Bundesliga,LCB,15.0,2022.0,Germany,Right,3,4,High/High,Normal (185+),Yes,56.0,59.0,77.0,73.0,89.0,77.0,65,57,88,82,61,69,66,53,86,79,47,64,61,88,62,71,70,66,86,49,71,89,57,80,68,89,90,90,86,15,6,10,5,6,,73,70,75,81,86,86,20,https://cdn.sofifa.net/players/178/603/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,83,74,68,81
39,50,189332,https://sofifa.com/player/189332/jordi-alba-ramos/220002,Jordi Alba,Jordi Alba Ramos,"LB, LM",86,86,47000000.0,200000.0,32,1989-03-21,170,68,FC Barcelona,Spain Primera Division,LB,18.0,2024.0,Spain,Left,3,3,High/Medium,Unique,Yes,86.0,69.0,81.0,83.0,77.0,71.0,85,73,70,85,60,81,80,63,79,85,87,86,90,80,85,64,80,87,61,66,75,81,83,78,59,80,74,78,80,13,15,13,6,13,,79,80,84,84,83,79,22,https://cdn.sofifa.net/players/189/332/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,85,86,82,85
40,51,189509,https://sofifa.com/player/189509/thiago-alcantara/220002,Thiago,Thiago Alcântara do Nascimento,"CM, CDM",86,86,65000000.0,180000.0,30,1991-04-11,174,70,Liverpool,English Premier League,LCM,6.0,2024.0,Spain,Right,5,3,Medium/Medium,Normal (170-185),Yes,63.0,72.0,86.0,90.0,70.0,66.0,78,68,54,90,82,90,85,77,89,92,72,55,91,84,90,75,80,74,59,73,72,82,75,85,75,88,67,71,68,6,11,7,9,13,,77,80,86,86,83,74,21,https://cdn.sofifa.net/players/189/509/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png,78,85,81,80
41,52,189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,Sergio Busquets i Burgos,"CDM, CM",86,86,45000000.0,200000.0,32,1988-07-16,189,76,FC Barcelona,Spain Primera Division,CDM,5.0,2023.0,Spain,Right,3,4,Medium/Medium,Lean (185+),Yes,42.0,62.0,79.0,80.0,82.0,75.0,62,67,68,87,44,81,66,68,85,86,40,43,67,86,50,61,66,78,72,54,81,85,77,83,60,90,84,82,81,5,8,13,9,13,,73,75,81,85,86,82,20,https://cdn.sofifa.net/players/189/511/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,79,78,73,80
42,53,189513,https://sofifa.com/player/189513/daniel-parejo-munoz/220002,Parejo,Daniel Parejo Muñoz,CM,86,86,53500000.0,64000.0,32,1989-04-16,182,74,Villarreal CF,Spain Primera Division,LCM,5.0,2024.0,Spain,Right,3,2,Medium/Medium,Lean (170-185),Yes,50.0,83.0,90.0,81.0,71.0,69.0,86,83,61,92,72,82,88,90,90,86,52,49,63,80,72,81,49,78,70,88,58,81,82,89,88,85,70,70,69,5,9,12,14,8,,79,81,85,86,82,73,19,https://cdn.sofifa.net/players/189/513/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,76,83,80,79
43,55,198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,Lorenzo Insigne,"LW, CF",86,86,65500000.0,125000.0,30,1991-06-04,163,59,Napoli,Italian Serie A,LW,24.0,2022.0,Italy,Right,4,4,High/Medium,Unique,Yes,87.0,78.0,85.0,90.0,36.0,45.0,77,76,59,87,74,90,87,86,84,93,90,84,89,79,93,76,50,74,34,82,34,26,81,89,87,81,53,24,22,8,4,14,9,10,,80,84,86,83,62,47,19,https://cdn.sofifa.net/players/198/219/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,61,86,85,66
44,56,201024,https://sofifa.com/player/201024/kalidou-koulibaly/220002,K. Koulibaly,Kalidou Koulibaly,CB,86,86,55500000.0,105000.0,30,1991-06-20,187,89,Napoli,Italian Serie A,LCB,26.0,2023.0,Senegal,Right,2,3,Medium/High,Unique,Yes,81.0,28.0,51.0,65.0,87.0,85.0,30,22,84,63,14,69,28,28,63,64,74,87,51,83,34,55,82,70,94,15,83,85,35,52,33,82,90,88,86,7,11,7,13,5,,59,57,60,65,79,86,20,https://cdn.sofifa.net/players/201/024/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/sn.png,79,62,55,76
45,57,201535,https://sofifa.com/player/201535/raphael-varane/220002,R. Varane,Raphaël Varane,CB,86,88,68500000.0,180000.0,28,1993-04-25,191,81,Manchester United,English Premier League,RCB,19.0,2025.0,France,Right,2,3,Medium/High,Unique,Yes,82.0,49.0,64.0,65.0,87.0,82.0,42,46,86,78,42,55,46,52,76,78,79,85,62,84,39,52,81,76,86,53,80,85,55,59,43,83,86,88,87,11,11,9,5,14,,69,66,70,75,84,88,21,https://cdn.sofifa.net/players/201/535/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/fr.png,83,70,64,80
46,58,204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,Riyad Mahrez,"RW, RM",86,86,65500000.0,220000.0,30,1991-02-21,179,67,Manchester City,English Premier League,RW,26.0,2023.0,Algeria,Left,5,3,Medium/Medium,Unique,Yes,81.0,79.0,81.0,90.0,38.0,60.0,81,81,48,83,76,91,85,78,75,91,84,79,92,81,88,79,56,75,57,79,48,39,80,84,70,84,45,31,22,15,9,13,11,6,,81,83,86,81,64,51,21,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/dz.png,61,86,85,67
47,59,208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,Gerard Moreno Balagueró,"ST, RM, RW",86,86,68000000.0,73000.0,29,1992-04-07,180,77,Villarreal CF,Spain Primera Division,RS,7.0,2027.0,Spain,Left,3,2,High/Medium,Lean (170-185),Yes,79.0,86.0,77.0,84.0,46.0,73.0,77,89,82,81,81,86,75,62,75,85,80,78,77,89,70,83,76,79,75,83,61,42,87,78,85,78,44,41,41,15,12,7,12,10,,86,84,85,80,66,60,22,https://cdn.sofifa.net/players/208/093/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,66,85,83,68
48,60,208830,https://sofifa.com/player/208830/jamie-vardy/220002,J. Vardy,Jamie Vardy,ST,86,86,33000000.0,180000.0,34,1987-01-11,179,74,Leicester City,English Premier League,ST,9.0,2023.0,England,Right,3,3,High/Medium,Unique,Yes,85.0,84.0,70.0,80.0,52.0,73.0,69,90,79,74,84,78,68,60,60,82,85,85,76,91,76,87,80,76,66,67,87,49,92,76,85,88,45,52,54,15,14,7,15,11,,86,83,83,77,68,66,25,https://cdn.sofifa.net/players/208/830/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,70,83,81,71
49,61,209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,Fábio Henrique Tavares,"CDM, CB",86,88,73500000.0,165000.0,27,1993-10-23,188,78,Liverpool,English Premier League,CDM,3.0,2026.0,Brazil,Right,3,3,Medium/High,Unique,Yes,67.0,69.0,78.0,78.0,85.0,83.0,75,63,75,84,47,78,71,53,82,81,65,68,64,86,64,81,75,88,81,70,85,87,70,75,90,84,86,87,85,13,12,6,8,8,,77,75,79,84,87,87,21,https://cdn.sofifa.net/players/209/499/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png,85,80,75,85
50,62,210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,João Pedro Cavaco Cancelo,"RB, LB",86,87,71500000.0,185000.0,27,1994-05-27,182,74,Manchester City,English Premier League,LB,27.0,2025.0,Portugal,Right,4,3,High/Medium,Unique,Yes,85.0,71.0,83.0,84.0,80.0,72.0,86,68,72,85,62,85,84,69,78,85,86,84,80,85,78,80,72,90,62,75,73,80,80,83,46,85,79,82,80,6,9,15,14,14,,81,81,85,86,84,81,22,https://cdn.sofifa.net/players/210/514/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png,86,86,82,87
51,63,212218,https://sofifa.com/player/212218/aymeric-laporte/220002,A. Laporte,Aymeric Laporte,CB,86,89,77000000.0,185000.0,27,1994-05-27,191,85,Manchester City,English Premier League,LCB,14.0,2024.0,Spain,Left,2,3,Medium/Medium,Unique,Yes,63.0,50.0,72.0,69.0,86.0,80.0,58,45,84,82,40,63,61,69,80,78,59,67,57,87,60,68,80,72,84,47,81,87,54,65,44,84,86,87,86,10,11,5,14,5,,69,66,71,77,85,88,21,https://cdn.sofifa.net/players/212/218/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png,82,71,65,80
52,64,213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,Kingsley Junior Coman,"LM, RM, LW",86,87,81000000.0,120000.0,25,1996-06-13,180,76,FC Bayern München,German 1. Bundesliga,SUB,11.0,2023.0,France,Right,4,4,Medium/Medium,Unique,Yes,93.0,76.0,79.0,88.0,30.0,60.0,79,75,61,80,77,89,83,70,74,88,94,93,91,85,84,80,73,69,64,73,35,23,85,81,70,78,29,27,21,5,3,5,3,5,,83,84,87,78,58,48,16,https://cdn.sofifa.net/players/213/345/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png,59,87,85,63
53,65,218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM, RW",86,87,80000000.0,200000.0,26,1994-08-10,173,64,Manchester City,English Premier League,SUB,20.0,2025.0,Portugal,Left,4,2,High/High,Lean (170-185),Yes,80.0,76.0,83.0,91.0,54.0,67.0,85,77,51,86,70,92,84,67,76,90,83,77,94,84,92,76,51,93,54,76,70,54,83,84,68,87,49,63,45,9,10,14,12,9,,79,84,87,84,73,62,20,https://cdn.sofifa.net/players/218/667/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png,71,87,85,76
54,66,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,"CM, RM, ST",86,89,88000000.0,95000.0,26,1995-01-30,184,74,Atlético de Madrid,Spain Primera Division,RM,14.0,2027.0,Spain,Right,3,3,High/Medium,Lean (170-185),Yes,88.0,80.0,81.0,82.0,78.0,82.0,74,81,67,86,64,82,73,58,83,84,86,90,82,86,69,84,69,90,79,79,83,82,87,86,64,83,79,80,74,13,6,6,11,15,,85,84,87,87,86,82,22,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,84,87,83,85
55,67,231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,Rodrigo Hernández Cascante,CDM,86,89,81000000.0,175000.0,25,1996-06-22,191,82,Manchester City,English Premier League,CDM,16.0,2024.0,Spain,Right,3,3,Medium/High,Normal (185+),Yes,61.0,70.0,77.0,78.0,82.0,82.0,63,64,78,85,59,78,65,54,83,82,60,62,65,80,65,83,72,87,82,76,76,83,75,81,46,83,83,84,78,10,10,7,14,8,,78,76,81,85,86,84,21,https://cdn.sofifa.net/players/231/866/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png,81,79,74,81
56,68,232363,https://sofifa.com/player/232363/milan-skriniar/220002,M. Škriniar,Milan Škriniar,CB,86,88,74000000.0,150000.0,26,1995-02-11,188,80,Inter,Italian Serie A,RCB,37.0,2023.0,Slovakia,Right,2,3,Medium/High,Unique,Yes,80.0,41.0,53.0,69.0,87.0,84.0,40,42,81,72,40,67,34,30,49,72,76,84,54,86,56,50,84,79,86,30,84,86,30,46,56,87,90,88,82,10,13,12,8,12,,63,60,63,67,80,88,22,https://cdn.sofifa.net/players/232/363/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/sk.png,81,65,60,79
57,69,143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,Alejandro Darío Gómez,"CAM, CF, CM",85,85,33500000.0,51000.0,33,1988-02-15,167,68,Sevilla FC,Spain Primera Division,LCM,24.0,2024.0,Argentina,Right,4,3,High/Medium,Normal (170-),Yes,87.0,78.0,84.0,87.0,39.0,55.0,83,77,38,85,72,85,85,79,80,86,91,83,93,86,93,79,70,75,44,82,56,40,80,86,72,85,50,30,34,8,11,12,9,6,,79,83,85,82,65,52,20,https://cdn.sofifa.net/players/143/076/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png,64,85,84,69
58,71,164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002,Thiago Silva,Thiago Emiliano da Silva,CB,85,85,9500000.0,105000.0,36,1984-09-22,183,79,Chelsea,English Premier League,SUB,6.0,2022.0,Brazil,Right,2,4,Medium/High,Normal (170-185),Yes,53.0,54.0,72.0,72.0,86.0,78.0,60,40,81,80,61,67,62,61,80,79,52,54,67,82,66,71,88,68,82,65,76,88,59,71,60,86,87,86,84,9,12,5,9,10,,68,67,72,78,85,85,21,https://cdn.sofifa.net/players/164/240/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png,80,70,65,79
59,72,168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,David Josué Jiménez Silva,"CAM, CM",85,85,22000000.0,44000.0,35,1986-01-08,173,67,Real Sociedad,Spain Primera Division,CAM,21.0,2022.0,Spain,Left,4,4,High/Medium,Normal (170-185),Yes,63.0,74.0,87.0,87.0,52.0,53.0,83,72,53,90,82,86,82,77,83,90,70,57,84,85,89,72,61,66,45,73,56,50,86,90,75,91,58,53,29,6,15,7,6,12,,78,82,85,85,71,59,21,https://cdn.sofifa.net/players/168/542/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,65,85,82,70
60,74,179813,https://sofifa.com/player/179813/edinson-cavani/220002,E. Cavani,Edinson Roberto Cavani Gómez,ST,85,85,26000000.0,190000.0,34,1987-02-14,185,77,Manchester United,English Premier League,SUB,21.0,2022.0,Uruguay,Right,3,4,High/High,Unique,Yes,66.0,86.0,70.0,76.0,51.0,79.0,68,89,88,75,86,74,76,74,52,81,64,68,68,90,57,87,88,81,77,77,81,54,93,75,85,85,45,48,39,12,5,13,13,10,,85,81,81,76,67,66,22,https://cdn.sofifa.net/players/179/813/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/uy.png,66,79,78,68
61,75,183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,Eden Hazard,LW,85,85,52000000.0,240000.0,30,1991-01-07,175,74,Real Madrid CF,Spain Primera Division,LW,7.0,2024.0,Belgium,Right,4,4,Medium/Medium,Unique,Yes,84.0,80.0,82.0,88.0,35.0,63.0,77,78,61,85,82,89,83,79,81,88,86,82,87,79,89,82,55,77,61,77,54,41,83,84,87,89,34,27,22,11,12,6,8,8,,82,83,85,81,64,51,20,https://cdn.sofifa.net/players/183/277/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/be.png,61,85,84,66
62,76,184344,https://sofifa.com/player/184344/leonardo-bonucci/220002,L. Bonucci,Leonardo Bonucci,CB,85,85,17500000.0,110000.0,34,1987-05-01,190,85,Juventus,Italian Serie A,RCB,19.0,2024.0,Italy,Right,2,3,Medium/High,Lean (185+),Yes,64.0,58.0,69.0,72.0,86.0,80.0,44,48,83,81,58,69,56,60,81,79,60,68,59,82,53,74,90,65,86,65,82,86,38,71,70,86,88,85,81,2,2,3,2,4,,69,66,72,77,85,85,14,https://cdn.sofifa.net/players/184/344/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,79,69,64,77
63,78,186942,https://sofifa.com/player/186942/ilkay-gundogan/220002,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",85,85,51500000.0,185000.0,30,1990-10-24,180,80,Manchester City,English Premier League,LCM,8.0,2023.0,Germany,Right,4,3,High/Medium,Normal (170-185),Yes,65.0,80.0,85.0,86.0,73.0,72.0,78,80,50,88,75,86,86,80,85,89,66,65,77,86,77,79,61,74,73,81,70,78,82,86,80,87,76,75,67,11,14,5,5,13,,81,82,85,85,83,76,22,https://cdn.sofifa.net/players/186/942/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/de.png,78,85,82,81
64,79,188350,https://sofifa.com/player/188350/marco-reus/220002,M. Reus,Marco Reus,"CAM, CF",85,85,43000000.0,95000.0,32,1989-05-31,180,71,Borussia Dortmund,German 1. Bundesliga,CAM,11.0,2023.0,Germany,Right,4,4,High/Medium,Unique,Yes,73.0,84.0,84.0,85.0,47.0,63.0,85,84,44,85,85,85,88,85,79,86,76,71,83,86,82,86,68,67,66,83,51,49,85,86,76,85,52,38,54,12,12,13,13,11,,82,83,85,82,69,59,23,https://cdn.sofifa.net/players/188/350/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,67,85,84,71
65,80,188377,https://sofifa.com/player/188377/kyle-walker/220002,K. Walker,Kyle Walker,RB,85,85,39000000.0,170000.0,31,1990-05-28,183,83,Manchester City,English Premier League,RB,2.0,2024.0,England,Right,3,3,High/High,Unique,Yes,92.0,63.0,76.0,78.0,80.0,82.0,77,51,74,79,57,79,76,71,77,81,89,94,66,85,69,86,83,86,80,69,84,80,68,69,63,75,77,84,83,12,6,16,15,8,,77,76,78,80,83,84,22,https://cdn.sofifa.net/players/188/377/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,85,81,76,85
66,81,188567,https://sofifa.com/player/188567/pierre-emerick-aubameyang/220002,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,"ST, LW, LM",85,85,43500000.0,145000.0,32,1989-06-18,187,80,Arsenal,English Premier League,ST,14.0,2023.0,Gabon,Right,4,3,Medium/Low,Unique,Yes,89.0,85.0,75.0,80.0,35.0,69.0,76,89,73,77,83,79,81,76,64,81,87,91,77,86,67,82,75,79,74,78,43,48,90,77,83,87,20,29,36,6,9,15,9,9,,85,83,84,77,61,54,20,https://cdn.sofifa.net/players/188/567/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/ga.png,63,84,82,67
67,82,193747,https://sofifa.com/player/193747/jorge-resurreccion/220002,Koke,Jorge Resurrección Merodio,"CM, CDM",85,85,52500000.0,90000.0,29,1992-01-08,176,75,Atlético de Madrid,Spain Primera Division,RCM,6.0,2024.0,Spain,Right,3,3,Medium/Medium,Normal (170-185),Yes,70.0,75.0,85.0,81.0,79.0,80.0,85,72,61,86,56,80,85,76,84,83,72,69,73,88,82,83,59,93,75,80,79,83,83,86,67,86,82,81,70,14,12,5,10,13,,80,81,85,85,85,80,23,https://cdn.sofifa.net/players/193/747/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,83,85,80,85
68,83,194765,https://sofifa.com/player/194765/antoine-griezmann/220002,A. Griezmann,Antoine Griezmann,"ST, LW, RW",85,85,53000000.0,220000.0,30,1991-03-21,176,73,Atlético de Madrid,Spain Primera Division,LS,17.0,2022.0,France,Left,4,4,Medium/Medium,Unique,Yes,80.0,84.0,84.0,87.0,52.0,72.0,83,84,83,84,86,85,86,85,82,89,80,80,92,89,83,82,90,86,63,83,73,49,89,85,79,90,43,54,49,14,8,14,13,14,,85,85,85,85,72,66,24,https://cdn.sofifa.net/players/194/765/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/fr.png,72,85,85,74
69,84,198176,https://sofifa.com/player/198176/stefan-de-vrij/220002,S. de Vrij,Stefan de Vrij,CB,85,85,45000000.0,145000.0,29,1992-02-05,189,78,Inter,Italian Serie A,CB,6.0,2023.0,Netherlands,Right,2,3,Medium/High,Unique,Yes,72.0,41.0,64.0,70.0,87.0,79.0,49,25,84,75,27,66,45,16,71,75,69,74,61,85,59,65,79,80,79,60,77,87,31,70,41,85,89,87,85,8,10,7,14,13,,62,62,68,74,84,85,22,https://cdn.sofifa.net/players/198/176/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/nl.png,82,67,61,80
70,85,201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/220002,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,CF,85,85,54000000.0,185000.0,29,1991-10-02,181,76,Liverpool,English Premier League,CF,9.0,2023.0,Brazil,Right,5,3,High/High,Unique,Yes,77.0,78.0,79.0,89.0,59.0,78.0,73,78,78,84,83,89,81,65,76,90,77,77,85,86,86,79,81,87,74,76,75,58,82,83,72,88,55,64,42,8,11,9,6,10,,84,83,85,85,75,70,20,https://cdn.sofifa.net/players/201/942/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png,72,85,83,75
71,86,202556,https://sofifa.com/player/202556/memphis-depay/220002,M. Depay,Memphis Depay,"CF, LW, CAM",85,86,63000000.0,220000.0,27,1994-02-13,176,78,FC Barcelona,Spain Primera Division,LW,9.0,2023.0,Netherlands,Right,5,3,High/Low,Unique,Yes,82.0,83.0,82.0,84.0,30.0,79.0,84,83,65,81,74,86,85,83,76,85,81,83,80,83,81,87,69,79,83,83,72,28,85,85,76,80,23,31,20,8,14,6,12,10,,85,84,86,80,62,52,22,https://cdn.sofifa.net/players/202/556/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/nl.png,59,86,84,64
72,87,204963,https://sofifa.com/player/204963/daniel-carvajal-ramos/220002,Carvajal,Daniel Carvajal Ramos,RB,85,85,47500000.0,210000.0,29,1992-01-11,173,73,Real Madrid CF,Spain Primera Division,RB,2.0,2025.0,Spain,Right,3,3,High/Medium,Unique,Yes,80.0,54.0,78.0,80.0,81.0,80.0,82,51,72,83,49,78,76,47,74,83,79,80,79,83,81,68,77,89,74,47,84,81,75,74,45,81,82,82,84,13,13,15,9,15,,74,74,79,81,84,83,23,https://cdn.sofifa.net/players/204/963/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,85,81,76,85
73,88,205498,https://sofifa.com/player/205498/luiz-frello-filho-jorge/220002,Jorginho,Luiz Frello Filho Jorge,"CM, CDM",85,85,52500000.0,170000.0,29,1991-12-20,180,68,Chelsea,English Premier League,LCM,5.0,2023.0,Italy,Right,3,2,Medium/Medium,Lean (170-185),Yes,55.0,67.0,86.0,81.0,73.0,73.0,75,64,56,92,71,79,75,76,89,87,61,50,77,82,72,71,58,87,66,62,79,81,69,88,91,81,67,81,71,14,7,13,14,8,,72,76,82,85,84,75,21,https://cdn.sofifa.net/players/205/498/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/it.png,78,80,76,80
74,89,206113,https://sofifa.com/player/206113/serge-gnabry/220002,S. Gnabry,Serge David Gnabry,"RM, LM, RW",85,86,64500000.0,110000.0,25,1995-07-14,176,77,FC Bayern München,German 1. Bundesliga,RM,7.0,2023.0,Germany,Right,4,4,High/Medium,Unique,Yes,83.0,84.0,79.0,86.0,43.0,69.0,74,86,42,82,83,88,74,62,78,83,90,77,87,86,88,87,65,78,68,82,63,38,86,83,68,80,45,44,43,14,10,10,9,7,,83,84,86,81,67,57,21,https://cdn.sofifa.net/players/206/113/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,65,86,84,69
