,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
39,207865,https://sofifa.com/player/207865/marcos-aoas-correa/220002,Marquinhos,Marcos Aoás Corrêa,"CB, CDM",87,90,90500000.0,135000.0,27,1994-05-14,183,75,73.0,Paris Saint-Germain,French Ligue 1,1.0,RCB,5.0,2024.0,Brazil,Right,3,3,3,Medium/High,Normal (170-185),Yes,81.0,53.0,75.0,74.0,89.0,81.0,68,51,88,84,35,69,58,32,85,79,81,81,69,87,67,65,92,83,78,45,81,88,68,74,52,86,89,89,89,6,6,12,10,13,,70+3,70+3,70+3,72,72,72,72,72,74+3,74+3,74+3,75+3,79+3,79+3,79+3,75+3,83+3,85+3,85+3,85+3,83+3,84+3,86+3,86+3,86+3,84+3,18+3,https://cdn.sofifa.net/players/207/865/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/br.png
40,209658,https://sofifa.com/player/209658/leon-goretzka/220002,L. Goretzka,Leon Christoph Goretzka,"CM, CDM",87,88,93000000.0,140000.0,26,1995-02-06,189,82,21.0,FC Bayern München,German 1. Bundesliga,1.0,LDM,8.0,2026.0,Germany,Right,4,3,4,High/Medium,Unique,Yes,81.0,82.0,82.0,84.0,81.0,86.0,75,82,86,86,69,84,76,75,84,87,78,83,76,88,71,85,79,88,88,86,81,86,85,84,60,82,74,85,77,13,8,15,11,9,,84+3,84+3,84+3,83,85,85,85,83,85+3,85+3,85+3,84+3,86+2,86+2,86+2,84+3,83+3,84+3,84+3,84+3,83+3,82+3,83+3,83+3,83+3,82+3,19+3,https://cdn.sofifa.net/players/209/658/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
41,211110,https://sofifa.com/player/211110/paulo-dybala/220002,P. Dybala,Paulo Bruno Exequiel Dybala,"CF, CAM",87,88,93000000.0,160000.0,27,1993-11-15,177,75,45.0,Juventus,Italian Serie A,1.0,CAM,10.0,2022.0,Argentina,Left,3,4,3,Medium/Medium,Unique,Yes,84.0,86.0,86.0,90.0,40.0,60.0,82,85,59,87,88,90,90,88,79,93,88,80,92,80,94,84,75,70,61,89,43,42,82,91,84,79,32,41,39,5,4,4,5,8,,82+3,82+3,82+3,87,86,86,86,87,88,88,88,85+3,81+3,81+3,81+3,85+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3,14+3,https://cdn.sofifa.net/players/211/110/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ar.png
42,216267,https://sofifa.com/player/216267/andrew-robertson/220002,A. Robertson,Andrew Robertson,LB,87,88,83500000.0,175000.0,27,1994-03-11,178,64,9.0,Liverpool,English Premier League,1.0,LB,26.0,2026.0,Scotland,Left,2,3,3,High/High,Unique,Yes,84.0,61.0,81.0,81.0,82.0,76.0,88,55,67,82,32,81,82,71,76,83,83,85,78,85,74,76,62,95,65,65,85,83,77,80,55,83,83,84,81,11,8,10,7,14,,72+3,72+3,72+3,79,77,77,77,79,79+3,79+3,79+3,81+3,81+3,81+3,81+3,81+3,85+3,82+3,82+3,82+3,85+3,84+3,79+3,79+3,79+3,84+3,18+3,https://cdn.sofifa.net/players/216/267/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-sct.png
43,228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,Frenkie de Jong,"CM, CDM, CB",87,92,119500000.0,210000.0,24,1997-05-12,180,74,241.0,FC Barcelona,Spain Primera Division,1.0,RCM,21.0,2026.0,Netherlands,Right,3,4,3,High/Medium,Unique,Yes,81.0,69.0,85.0,88.0,77.0,78.0,78,72,72,91,70,88,84,64,87,89,80,82,88,88,79,68,76,90,74,66,75,82,77,86,45,90,76,76,77,7,13,10,10,9,,78+3,78+3,78+3,83,82,82,82,83,85+3,85+3,85+3,85+3,86+3,86+3,86+3,85+3,83+3,83+3,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,18+3,https://cdn.sofifa.net/players/228/702/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/nl.png
44,231281,https://sofifa.com/player/231281/trent-alexander-arnold/220002,T. Alexander-Arnold,Trent Alexander-Arnold,RB,87,92,114000000.0,150000.0,22,1998-10-07,180,69,9.0,Liverpool,English Premier League,1.0,RB,66.0,2025.0,England,Right,4,3,3,High/Medium,Unique,Yes,79.0,68.0,88.0,80.0,80.0,72.0,92,60,69,86,62,78,87,85,90,86,77,80,73,82,73,82,66,88,63,75,74,82,77,87,55,81,80,83,79,14,15,14,6,7,,75+3,75+3,75+3,80,79,79,79,80,81+3,81+3,81+3,82+3,84+3,84+3,84+3,82+3,84+3,83+3,83+3,83+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3,https://cdn.sofifa.net/players/231/281/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
45,233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,Jadon Sancho,"RM, CF, LM",87,91,116500000.0,150000.0,21,2000-03-25,180,76,11.0,Manchester United,English Premier League,1.0,LM,25.0,2026.0,England,Right,3,5,3,High/Medium,Unique,Yes,81.0,76.0,82.0,91.0,36.0,65.0,82,83,38,87,83,92,84,65,70,90,85,78,91,85,90,73,51,77,68,65,44,39,83,87,62,86,32,39,32,7,11,10,11,13,,78+3,78+3,78+3,85,84,84,84,85,85+3,85+3,85+3,85+3,79+3,79+3,79+3,85+3,66+3,62+3,62+3,62+3,66+3,60+3,48+3,48+3,48+3,60+3,19+3,https://cdn.sofifa.net/players/233/049/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
46,239818,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/220002,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,87,91,102500000.0,170000.0,24,1997-05-14,187,82,10.0,Manchester City,English Premier League,1.0,RCB,3.0,2027.0,Portugal,Right,4,2,3,Medium/High,Normal (185+),Yes,61.0,38.0,65.0,68.0,88.0,88.0,54,29,87,81,32,64,46,48,74,74,57,65,59,87,56,74,78,88,88,22,92,85,39,51,45,81,90,89,85,7,8,13,7,12,,61+3,61+3,61+3,59,60,60,60,59,61+3,61+3,61+3,64+3,70+3,70+3,70+3,64+3,78+3,83+3,83+3,83+3,78+3,80+3,86+3,86+3,86+3,80+3,17+3,https://cdn.sofifa.net/players/239/818/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png
47,138956,https://sofifa.com/player/138956/giorgio-chiellini/220002,G. Chiellini,Giorgio Chiellini,CB,86,86,12000000.0,88000.0,36,1984-08-14,187,85,45.0,Juventus,Italian Serie A,1.0,SUB,3.0,2023.0,Italy,Left,3,2,4,Medium/High,Normal (185+),Yes,68.0,46.0,60.0,59.0,89.0,85.0,63,33,77,65,45,57,60,31,67,57,67,69,53,80,57,78,91,71,91,49,88,89,28,50,50,83,93,89,88,3,3,2,4,3,,57+3,57+3,57+3,55,55,55,55,55,55+3,55+3,55+3,58+3,62+3,62+3,62+3,58+3,75+3,77+3,77+3,77+3,75+3,78+3,85+1,85+1,85+1,78+3,12+3,https://cdn.sofifa.net/players/138/956/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
49,178603,https://sofifa.com/player/178603/mats-hummels/220002,M. Hummels,Mats Hummels,CB,86,86,44000000.0,95000.0,32,1988-12-16,191,96,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,LCB,15.0,2022.0,Germany,Right,3,3,4,High/High,Normal (185+),Yes,56.0,59.0,77.0,73.0,89.0,77.0,65,57,88,82,61,69,66,53,86,79,47,64,61,88,62,71,70,66,86,49,71,89,57,80,68,89,90,90,86,15,6,10,5,6,,70+3,70+3,70+3,68,70,70,70,68,72+3,72+3,72+3,71+3,78+3,78+3,78+3,71+3,78+3,84+2,84+2,84+2,78+3,80+3,85+1,85+1,85+1,80+3,17+3,https://cdn.sofifa.net/players/178/603/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
50,189332,https://sofifa.com/player/189332/jordi-alba-ramos/220002,Jordi Alba,Jordi Alba Ramos,"LB, LM",86,86,47000000.0,200000.0,32,1989-03-21,170,68,241.0,FC Barcelona,Spain Primera Division,1.0,LB,18.0,2024.0,Spain,Left,3,3,3,High/Medium,Unique,Yes,86.0,69.0,81.0,83.0,77.0,71.0,85,73,70,85,60,81,80,63,79,85,87,86,90,80,85,64,80,87,61,66,75,81,83,78,59,80,74,78,80,13,15,13,6,13,,76+3,76+3,76+3,82,80,80,80,82,81+3,81+3,81+3,83+3,81+3,81+3,81+3,83+3,82+3,80+3,80+3,80+3,82+3,82+3,76+3,76+3,76+3,82+3,19+3,https://cdn.sofifa.net/players/189/332/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
51,189509,https://sofifa.com/player/189509/thiago-alcantara/220002,Thiago,Thiago Alcântara do Nascimento,"CM, CDM",86,86,65000000.0,180000.0,30,1991-04-11,174,70,9.0,Liverpool,English Premier League,1.0,LCM,6.0,2024.0,Spain,Right,3,5,3,Medium/Medium,Normal (170-185),Yes,63.0,72.0,86.0,90.0,70.0,66.0,78,68,54,90,82,90,85,77,89,92,72,55,91,84,90,75,80,74,59,73,72,82,75,85,75,88,67,71,68,6,11,7,9,13,,74+3,74+3,74+3,81,80,80,80,81,84+2,84+2,84+2,82+3,85+1,85+1,85+1,82+3,77+3,80+3,80+3,80+3,77+3,75+3,71+3,71+3,71+3,75+3,18+3,https://cdn.sofifa.net/players/189/509/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
52,189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,Sergio Busquets i Burgos,"CDM, CM",86,86,45000000.0,200000.0,32,1988-07-16,189,76,241.0,FC Barcelona,Spain Primera Division,1.0,CDM,5.0,2023.0,Spain,Right,3,3,4,Medium/Medium,Lean (185+),Yes,42.0,62.0,79.0,80.0,82.0,75.0,62,67,68,87,44,81,66,68,85,86,40,43,67,86,50,61,66,78,72,54,81,85,77,83,60,90,84,82,81,5,8,13,9,13,,70+3,70+3,70+3,73,75,75,75,73,78+3,78+3,78+3,75+3,82+3,82+3,82+3,75+3,77+3,84+2,84+2,84+2,77+3,76+3,79+3,79+3,79+3,76+3,17+3,https://cdn.sofifa.net/players/189/511/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
53,189513,https://sofifa.com/player/189513/daniel-parejo-munoz/220002,Parejo,Daniel Parejo Muñoz,CM,86,86,53500000.0,64000.0,32,1989-04-16,182,74,483.0,Villarreal CF,Spain Primera Division,1.0,LCM,5.0,2024.0,Spain,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,50.0,83.0,90.0,81.0,71.0,69.0,86,83,61,92,72,82,88,90,90,86,52,49,63,80,72,81,49,78,70,88,58,81,82,89,88,85,70,70,69,5,9,12,14,8,,77+2,77+2,77+2,80,81,81,81,80,83+2,83+2,83+2,81+2,85+1,85+1,85+1,81+2,77+2,80+2,80+2,80+2,77+2,74+2,71+2,71+2,71+2,74+2,17+2,https://cdn.sofifa.net/players/189/513/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
55,198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,Lorenzo Insigne,"LW, CF",86,86,65500000.0,125000.0,30,1991-06-04,163,59,48.0,Napoli,Italian Serie A,1.0,LW,24.0,2022.0,Italy,Right,4,4,4,High/Medium,Unique,Yes,87.0,78.0,85.0,90.0,36.0,45.0,77,76,59,87,74,90,87,86,84,93,90,84,89,79,93,76,50,74,34,82,34,26,81,89,87,81,53,24,22,8,4,14,9,10,,77+3,77+3,77+3,85,84,84,84,85,86,86,86,85+1,80+3,80+3,80+3,85+1,63+3,59+3,59+3,59+3,63+3,58+3,44+3,44+3,44+3,58+3,16+3,https://cdn.sofifa.net/players/198/219/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
56,201024,https://sofifa.com/player/201024/kalidou-koulibaly/220002,K. Koulibaly,Kalidou Koulibaly,CB,86,86,55500000.0,105000.0,30,1991-06-20,187,89,48.0,Napoli,Italian Serie A,1.0,LCB,26.0,2023.0,Senegal,Right,3,2,3,Medium/High,Unique,Yes,81.0,28.0,51.0,65.0,87.0,85.0,30,22,84,63,14,69,28,28,63,64,74,87,51,83,34,55,82,70,94,15,83,85,35,52,33,82,90,88,86,7,11,7,13,5,,56+3,56+3,56+3,55,57,57,57,55,57+3,57+3,57+3,59+3,62+3,62+3,62+3,59+3,73+3,76+3,76+3,76+3,73+3,76+3,85+1,85+1,85+1,76+3,17+3,https://cdn.sofifa.net/players/201/024/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/sn.png
57,201535,https://sofifa.com/player/201535/raphael-varane/220002,R. Varane,Raphaël Varane,CB,86,88,68500000.0,180000.0,28,1993-04-25,191,81,11.0,Manchester United,English Premier League,1.0,RCB,19.0,2025.0,France,Right,3,2,3,Medium/High,Unique,Yes,82.0,49.0,64.0,65.0,87.0,82.0,42,46,86,78,42,55,46,52,76,78,79,85,62,84,39,52,81,76,86,53,80,85,55,59,43,83,86,88,87,11,11,9,5,14,,66+3,66+3,66+3,64,66,66,66,64,67+3,67+3,67+3,67+3,72+3,72+3,72+3,67+3,77+3,81+3,81+3,81+3,77+3,80+3,85+3,85+3,85+3,80+3,18+3,https://cdn.sofifa.net/players/201/535/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/fr.png
58,204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,Riyad Mahrez,"RW, RM",86,86,65500000.0,220000.0,30,1991-02-21,179,67,10.0,Manchester City,English Premier League,1.0,RW,26.0,2023.0,Algeria,Left,4,5,3,Medium/Medium,Unique,Yes,81.0,79.0,81.0,90.0,38.0,60.0,81,81,48,83,76,91,85,78,75,91,84,79,92,81,88,79,56,75,57,79,48,39,80,84,70,84,45,31,22,15,9,13,11,6,,78+3,78+3,78+3,85,83,83,83,85,85+1,85+1,85+1,84+2,78+3,78+3,78+3,84+2,64+3,61+3,61+3,61+3,64+3,58+3,48+3,48+3,48+3,58+3,18+3,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/dz.png
59,208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,Gerard Moreno Balagueró,"ST, RM, RW",86,86,68000000.0,73000.0,29,1992-04-07,180,77,483.0,Villarreal CF,Spain Primera Division,1.0,RS,7.0,2027.0,Spain,Left,4,3,2,High/Medium,Lean (170-185),Yes,79.0,86.0,77.0,84.0,46.0,73.0,77,89,82,81,81,86,75,62,75,85,80,78,77,89,70,83,76,79,75,83,61,42,87,78,85,78,44,41,41,15,12,7,12,10,,84+2,84+2,84+2,83,84,84,84,83,83+2,83+2,83+2,83+2,78+2,78+2,78+2,83+2,66+2,64+2,64+2,64+2,66+2,64+2,58+2,58+2,58+2,64+2,20+2,https://cdn.sofifa.net/players/208/093/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
60,208830,https://sofifa.com/player/208830/jamie-vardy/220002,J. Vardy,Jamie Vardy,ST,86,86,33000000.0,180000.0,34,1987-01-11,179,74,95.0,Leicester City,English Premier League,1.0,ST,9.0,2023.0,England,Right,4,3,3,High/Medium,Unique,Yes,85.0,84.0,70.0,80.0,52.0,73.0,69,90,79,74,84,78,68,60,60,82,85,85,76,91,76,87,80,76,66,67,87,49,92,76,85,88,45,52,54,15,14,7,15,11,,84+2,84+2,84+2,81,83,83,83,81,80+3,80+3,80+3,80+3,74+3,74+3,74+3,80+3,68+3,65+3,65+3,65+3,68+3,67+3,63+3,63+3,63+3,67+3,22+3,https://cdn.sofifa.net/players/208/830/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
61,209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,Fábio Henrique Tavares,"CDM, CB",86,88,73500000.0,165000.0,27,1993-10-23,188,78,9.0,Liverpool,English Premier League,1.0,CDM,3.0,2026.0,Brazil,Right,2,3,3,Medium/High,Unique,Yes,67.0,69.0,78.0,78.0,85.0,83.0,75,63,75,84,47,78,71,53,82,81,65,68,64,86,64,81,75,88,81,70,85,87,70,75,90,84,86,87,85,13,12,6,8,8,,74+3,74+3,74+3,75,75,75,75,75,76+3,76+3,76+3,77+3,81+3,81+3,81+3,77+3,82+3,84+3,84+3,84+3,82+3,82+3,84+3,84+3,84+3,82+3,18+3,https://cdn.sofifa.net/players/209/499/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png
62,210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,João Pedro Cavaco Cancelo,"RB, LB",86,87,71500000.0,185000.0,27,1994-05-27,182,74,10.0,Manchester City,English Premier League,1.0,LB,27.0,2025.0,Portugal,Right,4,4,3,High/Medium,Unique,Yes,85.0,71.0,83.0,84.0,80.0,72.0,86,68,72,85,62,85,84,69,78,85,86,84,80,85,78,80,72,90,62,75,73,80,80,83,46,85,79,82,80,6,9,15,14,14,,78+3,78+3,78+3,82,81,81,81,82,82+3,82+3,82+3,83+3,83+3,83+3,83+3,83+3,84+3,81+3,81+3,81+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3,https://cdn.sofifa.net/players/210/514/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png
63,212218,https://sofifa.com/player/212218/aymeric-laporte/220002,A. Laporte,Aymeric Laporte,CB,86,89,77000000.0,185000.0,27,1994-05-27,191,85,10.0,Manchester City,English Premier League,1.0,LCB,14.0,2024.0,Spain,Left,3,2,3,Medium/Medium,Unique,Yes,63.0,50.0,72.0,69.0,86.0,80.0,58,45,84,82,40,63,61,69,80,78,59,67,57,87,60,68,80,72,84,47,81,87,54,65,44,84,86,87,86,10,11,5,14,5,,66+3,66+3,66+3,65,66,66,66,65,68+3,68+3,68+3,68+3,74+3,74+3,74+3,68+3,77+3,82+3,82+3,82+3,77+3,79+3,85+3,85+3,85+3,79+3,18+3,https://cdn.sofifa.net/players/212/218/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
64,213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,Kingsley Junior Coman,"LM, RM, LW",86,87,81000000.0,120000.0,25,1996-06-13,180,76,21.0,FC Bayern München,German 1. Bundesliga,1.0,SUB,11.0,2023.0,France,Right,3,4,4,Medium/Medium,Unique,Yes,93.0,76.0,79.0,88.0,30.0,60.0,79,75,61,80,77,89,83,70,74,88,94,93,91,85,84,80,73,69,64,73,35,23,85,81,70,78,29,27,21,5,3,5,3,5,,80+3,80+3,80+3,85,84,84,84,85,84+3,84+3,84+3,84+3,75+3,75+3,75+3,84+3,60+3,55+3,55+3,55+3,60+3,56+3,45+3,45+3,45+3,56+3,13+3,https://cdn.sofifa.net/players/213/345/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png
65,218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM, RW",86,87,80000000.0,200000.0,26,1994-08-10,173,64,10.0,Manchester City,English Premier League,1.0,SUB,20.0,2025.0,Portugal,Left,3,4,2,High/High,Lean (170-185),Yes,80.0,76.0,83.0,91.0,54.0,67.0,85,77,51,86,70,92,84,67,76,90,83,77,94,84,92,76,51,93,54,76,70,54,83,84,68,87,49,63,45,9,10,14,12,9,,77+2,77+2,77+2,85,84,84,84,85,85+2,85+2,85+2,85+2,82+2,82+2,82+2,85+2,74+2,71+2,71+2,71+2,74+2,69+2,60+2,60+2,60+2,69+2,18+2,https://cdn.sofifa.net/players/218/667/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png
66,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,"CM, RM, ST",86,89,88000000.0,95000.0,26,1995-01-30,184,74,240.0,Atlético de Madrid,Spain Primera Division,1.0,RM,14.0,2027.0,Spain,Right,4,3,3,High/Medium,Lean (170-185),Yes,88.0,80.0,81.0,82.0,78.0,82.0,74,81,67,86,64,82,73,58,83,84,86,90,82,86,69,84,69,90,79,79,83,82,87,86,64,83,79,80,74,13,6,6,11,15,,82+3,82+3,82+3,83,84,84,84,83,84+3,84+3,84+3,84+3,84+3,84+3,84+3,84+3,82+3,83+3,83+3,83+3,82+3,81+3,79+3,79+3,79+3,81+3,19+3,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
67,231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,Rodrigo Hernández Cascante,CDM,86,89,81000000.0,175000.0,25,1996-06-22,191,82,10.0,Manchester City,English Premier League,1.0,CDM,16.0,2024.0,Spain,Right,4,3,3,Medium/High,Normal (185+),Yes,61.0,70.0,77.0,78.0,82.0,82.0,63,64,78,85,59,78,65,54,83,82,60,62,65,80,65,83,72,87,82,76,76,83,75,81,46,83,83,84,78,10,10,7,14,8,,75+3,75+3,75+3,74,76,76,76,74,78+3,78+3,78+3,76+3,82+3,82+3,82+3,76+3,78+3,83+3,83+3,83+3,78+3,78+3,81+3,81+3,81+3,78+3,18+3,https://cdn.sofifa.net/players/231/866/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
68,232363,https://sofifa.com/player/232363/milan-skriniar/220002,M. Škriniar,Milan Škriniar,CB,86,88,74000000.0,150000.0,26,1995-02-11,188,80,44.0,Inter,Italian Serie A,1.0,RCB,37.0,2023.0,Slovakia,Right,3,2,3,Medium/High,Unique,Yes,80.0,41.0,53.0,69.0,87.0,84.0,40,42,81,72,40,67,34,30,49,72,76,84,54,86,56,50,84,79,86,30,84,86,30,46,56,87,90,88,82,10,13,12,8,12,,60+3,60+3,60+3,60,60,60,60,60,60+3,60+3,60+3,62+3,64+3,64+3,64+3,62+3,76+3,77+3,77+3,77+3,76+3,78+3,85+3,85+3,85+3,78+3,19+3,https://cdn.sofifa.net/players/232/363/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/sk.png
69,143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,Alejandro Darío Gómez,"CAM, CF, CM",85,85,33500000.0,51000.0,33,1988-02-15,167,68,481.0,Sevilla FC,Spain Primera Division,1.0,LCM,24.0,2024.0,Argentina,Right,4,4,3,High/Medium,Normal (170-),Yes,87.0,78.0,84.0,87.0,39.0,55.0,83,77,38,85,72,85,85,79,80,86,91,83,93,86,93,79,70,75,44,82,56,40,80,86,72,85,50,30,34,8,11,12,9,6,,76+3,76+3,76+3,84,83,83,83,84,84+1,84+1,84+1,84+1,79+3,79+3,79+3,84+1,66+3,62+3,62+3,62+3,66+3,61+3,49+3,49+3,49+3,61+3,17+3,https://cdn.sofifa.net/players/143/076/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
71,164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002,Thiago Silva,Thiago Emiliano da Silva,CB,85,85,9500000.0,105000.0,36,1984-09-22,183,79,5.0,Chelsea,English Premier League,1.0,SUB,6.0,2022.0,Brazil,Right,3,2,4,Medium/High,Normal (170-185),Yes,53.0,54.0,72.0,72.0,86.0,78.0,60,40,81,80,61,67,62,61,80,79,52,54,67,82,66,71,88,68,82,65,76,88,59,71,60,86,87,86,84,9,12,5,9,10,,65+3,65+3,65+3,65,67,67,67,65,69+3,69+3,69+3,67+3,75+3,75+3,75+3,67+3,76+3,82+3,82+3,82+3,76+3,77+3,83+2,83+2,83+2,77+3,18+3,https://cdn.sofifa.net/players/164/240/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png
72,168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,David Josué Jiménez Silva,"CAM, CM",85,85,22000000.0,44000.0,35,1986-01-08,173,67,457.0,Real Sociedad,Spain Primera Division,1.0,CAM,21.0,2022.0,Spain,Left,2,4,4,High/Medium,Normal (170-185),Yes,63.0,74.0,87.0,87.0,52.0,53.0,83,72,53,90,82,86,82,77,83,90,70,57,84,85,89,72,61,66,45,73,56,50,86,90,75,91,58,53,29,6,15,7,6,12,,75+3,75+3,75+3,82,82,82,82,82,84+1,84+1,84+1,82+3,82+3,82+3,82+3,82+3,67+3,68+3,68+3,68+3,67+3,62+3,56+3,56+3,56+3,62+3,18+3,https://cdn.sofifa.net/players/168/542/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
