,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
226,199482,https://sofifa.com/player/199482/anthony-lopes/220002,A. Lopes,Anthony Lopes,GK,82,83,23000000.0,60000.0,30,1990-10-01,184,81,66.0,Olympique Lyonnais,French Ligue 1,1.0,GK,1.0,2023.0,Portugal,Left,2,1,2,Medium/Medium,Normal (170-185),Yes,,,,,,,19,18,16,32,13,15,15,14,31,21,63,64,67,82,62,53,82,36,73,18,45,25,9,48,16,65,13,15,13,84,78,70,80,86,63.0,33+2,33+2,33+2,32,33,33,33,32,33+2,33+2,33+2,33+2,32+2,32+2,32+2,33+2,31+2,32+2,32+2,32+2,31+2,31+2,31+2,31+2,31+2,31+2,81+2,https://cdn.sofifa.net/players/199/482/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/pt.png
238,209981,https://sofifa.com/player/209981/yassine-bounou/220002,Y. Bounou,Yassine Bounou,GK,82,82,20500000.0,29000.0,30,1991-04-05,192,78,481.0,Sevilla FC,Spain Primera Division,1.0,GK,13.0,2024.0,Morocco,Left,2,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,15,14,14,39,13,20,12,19,44,12,37,34,47,80,29,57,48,43,69,19,25,12,10,60,24,57,20,18,15,82,79,76,81,84,36.0,29+2,29+2,29+2,28,30,30,30,28,33+2,33+2,33+2,31+2,35+2,35+2,35+2,31+2,28+2,32+2,32+2,32+2,28+2,27+2,28+2,28+2,28+2,27+2,81+1,https://cdn.sofifa.net/players/209/981/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ma.png
243,211515,https://sofifa.com/player/211515/pierluigi-gollini/220002,P. Gollini,Pierluigi Gollini,GK,82,87,35000000.0,48000.0,26,1995-03-18,194,94,18.0,Tottenham Hotspur,English Premier League,1.0,SUB,22.0,2022.0,Italy,Right,2,1,2,Medium/Medium,Normal (185+),No,,,,,,,17,14,19,31,20,18,13,15,25,24,46,48,56,77,52,57,52,40,68,17,19,18,12,30,21,63,20,12,19,82,81,76,83,82,47.0,32+2,32+2,32+2,29,30,30,30,29,29+2,29+2,29+2,30+2,29+2,29+2,29+2,30+2,29+2,29+2,29+2,29+2,29+2,29+2,28+2,28+2,28+2,29+2,81+2,https://cdn.sofifa.net/players/211/515/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/it.png
267,230869,https://sofifa.com/player/230869/unai-simon-mendibil/220002,Unai Simón,Unai Simón Mendibil,GK,82,86,34500000.0,24000.0,24,1997-06-11,190,89,448.0,Athletic Club de Bilbao,Spain Primera Division,1.0,GK,1.0,2025.0,Spain,Right,3,1,3,Medium/Medium,Normal (185+),No,,,,,,,16,14,18,40,17,12,20,14,37,16,46,48,32,72,47,57,63,45,76,13,27,26,14,44,24,42,11,18,12,82,77,76,85,84,47.0,31+3,31+3,31+3,27,29,29,29,27,30+3,30+3,30+3,30+3,33+3,33+3,33+3,30+3,29+3,32+3,32+3,32+3,29+3,29+3,30+3,30+3,30+3,29+3,81+3,https://cdn.sofifa.net/players/230/869/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
289,163489,https://sofifa.com/player/163489/andrea-consigli/220002,A. Consigli,Andrea Consigli,GK,81,81,4400000.0,32000.0,34,1987-01-27,189,82,111974.0,U.S. Sassuolo Calcio,Italian Serie A,1.0,GK,47.0,2022.0,Italy,Right,3,1,2,Medium/Medium,Lean (185+),No,,,,,,,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,54,80,31,51,19,11,15,10,46,21,63,10,17,19,81,82,72,80,83,42.0,27+2,27+2,27+2,26,28,28,28,26,30+2,30+2,30+2,27+2,30+2,30+2,30+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,24+2,24+2,24+2,25+2,80+1,https://cdn.sofifa.net/players/163/489/22_120.png,https://cdn.sofifa.net/teams/111974/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
290,163705,https://sofifa.com/player/163705/steve-mandanda/220002,S. Mandanda,Steve Mandanda,GK,81,81,2900000.0,24000.0,36,1985-03-28,185,82,219.0,Olympique de Marseille,French Ligue 1,1.0,GK,30.0,2024.0,France,Right,3,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,14,13,13,46,13,19,13,12,36,27,53,43,52,80,36,59,69,31,61,7,37,23,11,55,11,62,13,15,13,80,80,78,81,81,49.0,31+3,31+3,31+3,32,34,34,34,32,36+3,36+3,36+3,34+3,36+3,36+3,36+3,34+3,30+3,34+3,34+3,34+3,30+3,29+3,29+3,29+3,29+3,29+3,80+1,https://cdn.sofifa.net/players/163/705/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
304,193314,https://sofifa.com/player/193314/aitor-fernandez/220002,Aitor,Aitor Fernández Abarisketa,GK,81,81,17000000.0,28000.0,30,1991-05-03,182,78,1853.0,Levante Unión Deportiva,Spain Primera Division,1.0,GK,1.0,2023.0,Spain,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,30,12,20,38,15,22,34,14,35,14,58,53,70,80,48,50,80,42,48,12,15,24,15,48,24,55,14,13,12,82,78,67,81,83,56.0,30+2,30+2,30+2,32,32,32,32,32,34+2,34+2,34+2,34+2,33+2,33+2,33+2,34+2,32+2,30+2,30+2,30+2,32+2,31+2,26+2,26+2,26+2,31+2,80+1,https://cdn.sofifa.net/players/193/314/22_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
313,199987,https://sofifa.com/player/199987/jasper-cillessen/220002,J. Cillessen,Jasper Cillessen,GK,81,81,13000000.0,33000.0,32,1989-04-22,185,83,461.0,Valencia CF,Spain Primera Division,1.0,SUB,13.0,2023.0,Netherlands,Right,3,1,3,Medium/Medium,Lean (185+),No,,,,,,,17,10,12,50,19,12,10,10,35,32,56,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,81,80,78,81,79,54.0,32+3,32+3,32+3,33,35,35,35,33,37+3,37+3,37+3,35+3,38+3,38+3,38+3,35+3,32+3,35+3,35+3,35+3,32+3,31+3,29+3,29+3,29+3,31+3,80+1,https://cdn.sofifa.net/players/199/987/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/nl.png
328,205659,https://sofifa.com/player/205659/alessio-cragno/220002,A. Cragno,Alessio Cragno,GK,81,83,23500000.0,32000.0,27,1994-06-28,184,78,1842.0,Cagliari,Italian Serie A,1.0,GK,28.0,2024.0,Italy,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,15,12,12,31,13,13,11,12,25,21,41,37,37,75,43,55,74,43,55,17,33,19,15,42,31,59,20,11,12,82,80,73,80,84,39.0,28+2,28+2,28+2,26,29,29,29,26,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,26+2,26+2,26+2,26+2,80+2,https://cdn.sofifa.net/players/205/659/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
338,210385,https://sofifa.com/player/210385/rui-tiago-dantas-da-silva/220002,Rui Silva,Rui Tiago Dantas da Silva,GK,81,84,25500000.0,24000.0,27,1994-02-07,191,91,449.0,Real Betis Balompié,Spain Primera Division,1.0,GK,13.0,2026.0,Portugal,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,20,14,25,20,18,19,20,26,24,31,30,34,71,24,56,62,27,66,14,19,27,20,50,30,49,25,10,19,82,76,75,83,84,31.0,31+2,31+2,31+2,27,30,30,30,27,30+2,30+2,30+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,28+2,28+2,28+2,26+2,80+2,https://cdn.sofifa.net/players/210/385/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/pt.png
345,214979,https://sofifa.com/player/214979/juan-musso/220002,J. Musso,Juan Agustín Musso,GK,81,83,23500000.0,44000.0,27,1994-05-06,191,93,39.0,Atalanta,Italian Serie A,1.0,GK,1.0,2025.0,Argentina,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,20,18,15,31,15,16,16,12,24,20,46,42,32,71,39,55,51,35,70,14,27,18,19,48,25,67,12,14,16,82,78,73,82,86,44.0,31+2,31+2,31+2,29,31,31,31,29,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,27+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,80+2,https://cdn.sofifa.net/players/214/979/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ar.png
352,220407,https://sofifa.com/player/220407/martin-dubravka/220002,M. Dúbravka,Martin Dúbravka,GK,81,81,13000000.0,40000.0,32,1989-01-15,190,80,13.0,Newcastle United,English Premier League,1.0,SUB,1.0,2025.0,Slovakia,Right,2,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,12,10,12,48,11,19,15,13,45,35,48,44,47,75,60,60,74,38,60,17,28,25,12,55,20,59,19,15,14,79,78,80,79,82,46.0,32+2,32+2,32+2,32,35,35,35,32,37+2,37+2,37+2,35+2,39+2,39+2,39+2,35+2,31+2,36+2,36+2,36+2,31+2,30+2,30+2,30+2,30+2,30+2,79+2,https://cdn.sofifa.net/players/220/407/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/sk.png
356,223952,https://sofifa.com/player/223952/david-soria-solis/220002,David Soria,David Soria Solís,GK,81,82,20500000.0,30000.0,28,1993-04-04,192,85,1860.0,Getafe CF,Spain Primera Division,1.0,GK,13.0,2022.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,54,61,43,75,18,24,18,12,45,23,58,22,13,13,81,80,72,80,82,43.0,32+2,32+2,32+2,28,30,30,30,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,80+2,https://cdn.sofifa.net/players/223/952/22_120.png,https://cdn.sofifa.net/teams/1860/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
363,227127,https://sofifa.com/player/227127/alejandro-remiro-gargallo/220002,Álex Remiro,Alejandro Remiro Gargallo,GK,81,84,26000000.0,31000.0,26,1995-03-24,191,83,457.0,Real Sociedad,Spain Primera Division,1.0,GK,1.0,2023.0,Spain,Right,4,1,1,Medium/Medium,Lean (185+),No,,,,,,,12,13,13,34,15,19,14,17,29,23,40,46,69,74,40,60,66,42,73,11,34,20,11,35,24,55,14,17,18,84,74,80,84,82,42.0,31+2,31+2,31+2,28,29,29,29,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,29+2,31+2,31+2,31+2,29+2,28+2,29+2,29+2,29+2,28+2,80+2,https://cdn.sofifa.net/players/227/127/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
409,189117,https://sofifa.com/player/189117/roman-burki/220002,R. Bürki,Roman Bürki,GK,80,80,14000000.0,46000.0,30,1990-11-14,187,85,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,RES,38.0,2023.0,Switzerland,Right,2,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,15,8,17,37,13,12,13,12,24,23,44,50,49,78,52,45,74,36,76,14,35,18,10,50,20,58,11,13,16,81,79,60,77,86,46.0,29+3,29+3,29+3,28,30,30,30,28,31+3,31+3,31+3,30+3,31+3,31+3,31+3,30+3,28+3,30+3,30+3,30+3,28+3,28+3,29+3,29+3,29+3,28+3,79+1,https://cdn.sofifa.net/players/189/117/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/ch.png
411,189690,https://sofifa.com/player/189690/vicente-guaita-panadero/220002,Guaita,Vicente Guaita Panadero,GK,80,80,3600000.0,48000.0,34,1987-01-10,190,80,1799.0,Crystal Palace,English Premier League,1.0,GK,13.0,2023.0,Spain,Right,3,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,34,11,20,39,13,16,32,20,33,24,51,52,63,74,48,58,68,41,62,15,24,27,13,52,29,62,23,15,17,81,79,77,77,82,51.0,31+2,31+2,31+2,32,32,32,32,32,34+2,34+2,34+2,34+2,34+2,34+2,34+2,34+2,34+2,33+2,33+2,33+2,34+2,33+2,31+2,31+2,31+2,33+2,79+1,https://cdn.sofifa.net/players/189/690/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
417,198009,https://sofifa.com/player/198009/mattia-perin/220002,M. Perin,Mattia Perin,GK,80,82,18000000.0,64000.0,28,1992-11-10,188,77,45.0,Juventus,Italian Serie A,1.0,SUB,36.0,2022.0,Italy,Right,3,1,2,Medium/Medium,Lean (185+),Yes,,,,,,,11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65,20,12,19,80,80,71,79,82,57.0,30+2,30+2,30+2,31,32,32,32,31,33+2,33+2,33+2,31+2,31+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,27+2,27+2,27+2,29+2,79+2,https://cdn.sofifa.net/players/198/009/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
446,209960,https://sofifa.com/player/209960/fernando-pacheco-flores/220002,Pacheco,Fernando Pacheco Flores,GK,80,82,17500000.0,25000.0,29,1992-05-18,186,81,463.0,Deportivo Alavés,Spain Primera Division,1.0,GK,1.0,2023.0,Spain,Left,2,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,14,16,10,28,13,13,20,20,29,15,48,42,62,77,53,53,73,43,75,15,29,26,14,53,23,62,18,16,13,79,77,70,81,82,46.0,29+2,29+2,29+2,28,29,29,29,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2,79+2,https://cdn.sofifa.net/players/209/960/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
449,212151,https://sofifa.com/player/212151/thomas-strakosha/220002,T. Strakosha,Thomas Strakosha,GK,80,83,21000000.0,48000.0,26,1995-03-19,193,78,46.0,Lazio,Italian Serie A,1.0,SUB,1.0,2022.0,Albania,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,18,18,11,26,11,14,14,12,22,15,41,46,45,78,47,56,56,23,66,20,20,24,18,49,21,61,20,18,12,82,77,74,77,84,43.0,30+2,30+2,30+2,28,30,30,30,28,30+2,30+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2,26+2,28+2,28+2,28+2,26+2,79+2,https://cdn.sofifa.net/players/212/151/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/al.png
454,215223,https://sofifa.com/player/215223/walter-benitez/220002,W. Benítez,Walter Daniel Benítez,GK,80,82,18000000.0,32000.0,28,1993-01-19,191,93,72.0,OGC Nice,French Ligue 1,1.0,GK,40.0,2023.0,Argentina,Right,2,1,2,Medium/Medium,Normal (185+),No,,,,,,,12,14,13,28,13,19,20,17,27,20,48,48,47,75,45,54,62,40,80,14,28,21,17,46,25,62,17,20,17,80,79,72,80,83,48.0,31+2,31+2,31+2,29,31,31,31,29,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,79+2,https://cdn.sofifa.net/players/215/223/22_120.png,https://cdn.sofifa.net/teams/72/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ar.png
455,215316,https://sofifa.com/player/215316/geronimo-rulli/220002,G. Rulli,Gerónimo Rulli,GK,80,80,14500000.0,31000.0,29,1992-05-20,189,84,483.0,Villarreal CF,Spain Primera Division,1.0,GK,13.0,2024.0,Argentina,Right,3,1,3,Medium/Medium,Normal (185+),Yes,,,,,,,12,15,12,32,16,14,19,20,23,15,56,52,58,76,50,59,65,42,73,17,26,21,12,58,24,61,15,13,17,80,79,78,79,80,54.0,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,30+3,31+3,31+3,31+3,30+3,29+3,29+3,29+3,29+3,29+3,28+3,28+3,28+3,28+3,28+3,79+1,https://cdn.sofifa.net/players/215/316/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
462,221087,https://sofifa.com/player/221087/pau-lopez-sabata/220002,Pau López,Pau López Sabata,GK,80,80,16500000.0,44000.0,26,1994-12-13,189,77,219.0,Olympique de Marseille,French Ligue 1,1.0,SUB,16.0,2022.0,Spain,Left,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,54,71,42,52,18,39,16,20,62,25,62,19,20,11,80,79,72,80,82,48.0,31+2,31+2,31+2,31,33,33,33,31,35+2,35+2,35+2,34+2,36+2,36+2,36+2,34+2,30+2,32+2,32+2,32+2,30+2,29+2,28+2,28+2,28+2,29+2,79+1,https://cdn.sofifa.net/players/221/087/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/es.png
476,227290,https://sofifa.com/player/227290/marko-dmitrovic/220002,M. Dmitrović,Marko Dmitrović,GK,80,81,16000000.0,26000.0,29,1992-01-24,194,94,481.0,Sevilla FC,Spain Primera Division,1.0,SUB,1.0,2025.0,Serbia,Left,2,1,1,Medium/Medium,Stocky (185+),Yes,,,,,,,30,20,20,40,20,8,20,18,40,9,39,35,32,76,37,59,50,45,79,17,20,17,9,45,58,59,19,22,20,77,79,78,80,81,37.0,30+2,30+2,30+2,26,28,28,28,26,29+2,29+2,29+2,29+2,32+2,32+2,32+2,29+2,30+2,32+2,32+2,32+2,30+2,30+2,30+2,30+2,30+2,30+2,79+2,https://cdn.sofifa.net/players/227/290/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/rs.png
493,233306,https://sofifa.com/player/233306/dean-henderson/220002,D. Henderson,Dean Henderson,GK,80,87,36000000.0,70000.0,24,1997-03-12,188,85,11.0,Manchester United,English Premier League,1.0,SUB,26.0,2025.0,England,Right,3,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,14,9,13,37,5,13,13,10,45,32,51,48,61,79,56,59,63,34,60,6,20,11,8,48,16,56,15,14,14,80,79,78,76,83,50.0,30+2,30+2,30+2,30,31,31,31,30,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,28+2,31+2,31+2,31+2,28+2,28+2,26+2,26+2,26+2,28+2,79+2,https://cdn.sofifa.net/players/233/306/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
512,158121,https://sofifa.com/player/158121/benoit-costil/220002,B. Costil,Benoît Costil,GK,79,79,5500000.0,24000.0,33,1987-07-03,187,82,59.0,FC Girondins de Bordeaux,French Ligue 1,1.0,GK,1.0,2022.0,France,Right,3,1,2,Medium/Medium,Normal (185+),No,,,,,,,11,14,15,35,12,13,12,11,33,12,47,51,38,76,45,58,49,28,65,15,22,22,12,48,15,58,16,11,14,78,77,77,78,80,49.0,30+2,30+2,30+2,27,29,29,29,27,30+2,30+2,30+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2,78+1,https://cdn.sofifa.net/players/158/121/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
517,176550,https://sofifa.com/player/176550/david-ospina/220002,D. Ospina,David Ospina Ramírez,GK,79,79,8500000.0,48000.0,32,1988-08-31,183,80,48.0,Napoli,Italian Serie A,1.0,GK,25.0,2022.0,Colombia,Right,3,1,2,Medium/Medium,Normal (170-185),Yes,,,,,,,11,10,15,36,12,12,10,13,32,32,34,34,44,73,50,58,75,29,38,12,20,25,16,50,26,57,11,13,12,82,72,77,77,84,34.0,28+2,28+2,28+2,27,31,31,31,27,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,25+2,25+2,25+2,26+2,78+1,https://cdn.sofifa.net/players/176/550/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/co.png
532,190745,https://sofifa.com/player/190745/marco-silvestri/220002,M. Silvestri,Marco Silvestri,GK,79,79,11500000.0,16000.0,30,1991-03-02,191,80,55.0,Udinese Calcio,Italian Serie A,1.0,GK,1.0,2024.0,Italy,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,20,12,22,20,18,16,11,20,20,58,61,65,70,34,47,74,34,60,16,31,11,14,49,16,44,8,18,16,82,77,63,80,82,59.0,31+2,31+2,31+2,30,31,31,31,30,31+2,31+2,31+2,30+2,28+2,28+2,28+2,30+2,26+2,25+2,25+2,25+2,26+2,26+2,25+2,25+2,25+2,26+2,78+1,https://cdn.sofifa.net/players/190/745/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
545,194333,https://sofifa.com/player/194333/rafal-gikiewicz/220002,R. Gikiewicz,Rafał Gikiewicz,GK,79,79,5500000.0,23000.0,33,1987-10-26,190,81,100409.0,FC Augsburg,German 1. Bundesliga,1.0,GK,1.0,2023.0,Poland,Right,2,1,2,Medium/Medium,Normal (185+),Yes,,,,,,,18,13,39,24,15,18,19,12,20,19,27,29,38,79,40,48,66,20,68,13,22,12,12,48,19,31,13,14,13,80,74,64,77,82,28.0,30+2,30+2,30+2,25,28,28,28,25,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,23+2,25+2,25+2,25+2,23+2,23+2,28+2,28+2,28+2,23+2,78+1,https://cdn.sofifa.net/players/194/333/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/pl.png
554,200726,https://sofifa.com/player/200726/benjamin-lecomte/220002,B. Lecomte,Benjamin Lecomte,GK,79,80,13000000.0,41000.0,30,1991-04-26,187,78,240.0,Atlético de Madrid,Spain Primera Division,1.0,SUB,1.0,2022.0,France,Left,3,1,2,Medium/Medium,Normal (185+),No,,,,,,,13,11,10,17,10,11,20,19,21,23,44,40,36,77,25,58,62,34,64,10,23,24,10,41,20,63,17,11,12,79,77,77,79,80,42.0,28+2,28+2,28+2,24,27,27,27,24,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,78+2,https://cdn.sofifa.net/players/200/726/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/fr.png
566,204234,https://sofifa.com/player/204234/edgar-badia-guardiola/220002,Edgar Badia,Edgar Badia Guardiola,GK,79,80,13500000.0,20000.0,29,1992-02-12,180,70,468.0,Elche CF,Spain Primera Division,1.0,SUB,13.0,2022.0,Spain,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,14,12,20,30,16,14,19,13,32,18,45,43,53,75,41,57,57,35,55,12,42,22,9,45,30,56,26,12,15,77,76,76,77,82,44.0,29+2,29+2,29+2,26,28,28,28,26,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,30+2,30+2,30+2,28+2,28+2,29+2,29+2,29+2,28+2,78+2,https://cdn.sofifa.net/players/204/234/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
574,206585,https://sofifa.com/player/206585/kepa-arrizabalaga/220002,Kepa,Kepa Arrizabalaga Revuelta,GK,79,83,19000000.0,76000.0,26,1994-10-03,186,88,5.0,Chelsea,English Premier League,1.0,SUB,1.0,2025.0,Spain,Right,4,1,2,Medium/Medium,Lean (185+),Yes,,,,,,,25,11,18,51,18,10,25,19,52,33,34,33,41,68,39,64,71,37,51,14,18,21,15,57,24,63,19,18,16,78,77,85,76,81,34.0,30+2,30+2,30+2,30,32,32,32,30,36+2,36+2,36+2,33+2,39+2,39+2,39+2,33+2,31+2,35+2,35+2,35+2,31+2,30+2,28+2,28+2,28+2,30+2,77+2,https://cdn.sofifa.net/players/206/585/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/es.png
591,212442,https://sofifa.com/player/212442/jose-pedro-malheiro-de-sa/220002,José Sá,José Pedro Malheiro de Sá,GK,79,81,15000000.0,65000.0,28,1993-01-17,192,84,110.0,Wolverhampton Wanderers,English Premier League,1.0,GK,1.0,2026.0,Portugal,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,18,15,14,30,17,17,12,21,20,19,42,48,62,76,40,47,70,34,72,18,20,18,17,43,11,32,14,19,15,80,77,62,76,83,44.0,30+2,30+2,30+2,29,30,30,30,29,30+2,30+2,30+2,29+2,29+2,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,78+2,https://cdn.sofifa.net/players/212/442/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pt.png
